,recency,hist_spend,past_discount,past_bogo,Surburban,Urban,is_referral,Web,store,offer,conversion
814,8,56.17,1,0,0,1,0,0,1,0,0
816,1,143.84,0,1,0,0,1,0,1,1,0
817,10,82.14,0,1,0,0,0,1,0,0,1
818,9,29.99,0,1,1,0,1,1,0,0,0
819,9,152.55,0,1,0,0,1,0,1,1,0
820,5,145.36,1,0,0,0,1,1,0,0,1
821,9,314.36,0,1,0,1,0,0,1,1,0
822,3,390.34,1,0,0,1,0,1,0,0,0
823,12,618.13,1,1,0,1,1,0,1,0,0
824,6,29.99,0,1,0,0,1,0,1,0,0
825,6,29.99,0,1,0,1,0,0,1,1,0
827,9,718.97,0,1,0,0,1,0,0,1,0
828,6,154.16,1,0,1,0,0,1,0,0,0
829,9,157.41,0,1,0,1,0,1,0,0,0
831,7,77.94,1,0,1,0,1,1,0,0,0
833,5,29.99,0,1,0,0,1,1,0,1,0
834,10,110.84,1,0,1,0,0,0,1,1,0
835,10,312.03,0,1,0,0,0,1,0,1,0
836,5,258.91,0,1,0,1,1,1,0,1,1
837,2,101.67,1,0,1,0,1,1,0,1,0
838,2,741.29,1,1,0,1,1,0,1,0,0
839,1,114.68,1,0,0,0,0,1,0,1,0
841,7,29.99,0,1,0,1,0,1,0,0,0
842,8,37.74,0,1,1,0,1,0,1,1,0
843,5,153.22,0,1,0,1,0,0,1,0,0
844,5,582.36,0,1,1,0,1,0,0,0,0
845,7,29.99,1,0,0,1,1,0,1,1,0
847,2,964.89,1,0,1,0,1,0,1,0,0
849,3,187.74,0,1,0,1,0,0,1,0,0
850,4,99.39,1,0,1,0,0,0,1,1,0
853,7,213.26,1,1,0,1,1,0,1,1,0
854,12,159.93,1,0,0,1,0,0,1,1,0
855,3,70.91,0,1,0,1,1,1,0,1,0
856,4,173.48,0,1,0,1,1,0,1,0,0
858,9,173.88,0,1,1,0,0,0,1,1,1
859,9,428.99,1,0,0,1,0,0,0,1,0
860,8,492.53,1,1,0,0,1,0,1,1,0
861,2,784.22,1,0,0,0,1,0,0,0,0
862,1,81.12,0,1,0,1,0,1,0,1,1
863,2,29.99,0,1,0,1,1,1,0,0,0
865,1,156.33,0,1,1,0,1,0,1,0,0
866,2,64.26,1,0,0,1,0,0,1,0,0
868,3,39.37,0,1,1,0,1,0,1,0,0
869,10,56.6,1,0,0,1,0,0,1,1,0
874,1,249.24,0,1,0,1,1,0,0,1,0
876,2,122.01,0,1,0,1,1,1,0,1,0
877,3,105.08,1,0,0,0,0,0,1,0,0
878,2,61.34,1,0,0,0,1,1,0,0,0
880,6,343.82,1,0,0,1,0,1,0,0,1
881,1,767.3,1,1,1,0,1,0,1,0,1
882,1,283.63,0,1,1,0,1,0,1,1,0
884,4,116.37,1,0,0,1,0,1,0,1,0
886,11,82.57,1,0,1,0,0,0,1,1,1
889,6,835.28,1,1,1,0,1,0,1,0,0
890,10,167.85,0,1,1,0,0,1,0,1,0
891,9,254.75,1,0,0,0,1,1,0,0,0
892,7,116.33,0,1,0,0,0,1,0,0,0
893,7,662.26,1,0,0,1,1,0,0,1,0
894,10,72.77,1,0,0,1,0,0,1,0,0
895,6,109.99,1,0,0,1,1,1,0,1,0
897,3,816.52,1,1,0,1,1,0,1,1,0
898,3,290.52,1,0,1,0,0,1,0,0,0
899,7,96.76,1,0,0,1,1,1,0,1,0
900,9,72.97,1,0,0,1,1,1,0,1,0
903,7,29.99,1,0,0,1,0,1,0,1,0
904,9,115.84,0,1,1,0,1,1,0,0,0
905,1,29.99,1,0,0,1,0,0,1,0,0
906,11,133.15,1,0,0,1,1,0,1,1,0
908,9,151.22,1,0,0,1,0,0,1,1,0
909,9,57.53,1,0,0,1,0,0,1,0,0
911,3,106.7,1,0,0,1,0,0,1,1,1
913,9,44.29,1,0,0,1,1,0,1,0,0
917,9,166.68,1,0,0,1,0,1,0,0,0
920,7,168.65,0,1,0,0,1,0,1,0,0
921,3,29.99,0,1,0,0,0,0,1,0,1
922,8,51.71,1,0,0,0,0,1,0,1,1
923,9,61.26,0,1,0,1,0,0,1,1,0
925,2,201.98,1,0,0,1,0,0,1,0,0
926,3,85.79,0,1,1,0,1,1,0,0,0
928,8,29.99,1,0,0,1,0,0,1,1,0
930,1,204.6,0,1,1,0,1,0,0,0,0
931,8,216.61,1,1,0,1,1,0,1,1,0
932,8,668.22,1,1,0,1,1,0,1,1,1
933,4,133.51,1,0,0,1,1,0,1,1,0
935,11,51.84,1,0,0,1,0,1,0,1,0
936,12,32.73,1,0,0,1,1,0,1,0,0
937,6,29.99,0,1,0,1,1,1,0,1,0
940,3,111.42,1,0,1,0,1,1,0,1,0
941,9,64.81,0,1,1,0,0,1,0,0,0
943,2,141.22,1,0,0,0,0,0,1,0,1
946,1,524.37,1,0,0,1,1,0,1,0,0
947,3,43.33,1,0,1,0,1,0,1,0,0
948,2,675.96,0,1,0,1,1,0,1,0,0
950,1,487.47,1,0,0,1,0,0,1,1,1
952,9,180.37,0,1,1,0,0,1,0,1,0
953,2,516.56,0,1,1,0,1,0,1,1,0
954,10,240.26,1,1,0,0,1,1,0,0,0
955,3,29.99,0,1,1,0,1,0,1,0,0
958,6,169.94,1,0,1,0,1,1,0,0,0
959,4,553.91,0,1,0,0,1,0,1,1,1
960,4,85.84,1,0,1,0,1,1,0,1,0
961,1,42.86,1,0,0,1,1,1,0,1,0
962,2,103.33,1,0,0,0,1,0,1,0,0
963,2,185.06,0,1,0,0,0,1,0,0,1
964,2,102.13,0,1,0,1,0,1,0,0,0
965,1,304.38,1,0,1,0,0,1,0,1,0
966,10,399.28,1,0,0,1,0,1,0,0,0
968,7,149.34,1,0,0,1,0,0,1,1,1
969,10,29.99,1,0,1,0,1,1,0,0,0
970,5,197.48,1,0,0,0,0,0,1,0,0
972,5,403.95,0,1,0,0,0,1,0,1,0
973,6,104.41,1,0,0,0,0,1,0,0,0
974,4,412.95,1,0,0,1,0,1,0,1,0
975,8,254.17,1,1,0,1,0,0,0,1,0
976,5,543.9,1,1,0,1,1,1,0,0,0
977,9,45.35,1,0,0,0,1,0,1,0,0
979,1,29.99,0,1,1,0,0,0,1,1,1
980,2,29.99,1,0,1,0,1,0,1,1,0
982,4,143.66,0,1,1,0,1,1,0,0,0
983,6,33.23,1,0,0,0,0,1,0,1,0
987,10,476.27,1,1,0,1,1,0,0,0,0
988,9,29.99,1,0,1,0,1,1,0,1,0
989,5,29.99,1,0,1,0,0,1,0,1,0
990,9,29.99,1,0,0,1,0,1,0,0,0
991,9,406.22,1,0,1,0,1,1,0,0,0
992,5,253.1,0,1,0,1,1,0,1,1,0
993,4,39.2,1,0,0,1,1,1,0,1,0
995,1,56.65,0,1,0,1,1,1,0,0,0
996,1,269.99,1,1,0,1,0,0,0,1,0
997,2,48.16,0,1,0,1,0,1,0,1,1
999,9,29.99,0,1,0,0,1,1,0,0,0
1000,1,66.1,1,0,0,1,1,1,0,0,0
1001,12,122.98,1,0,0,1,0,1,0,0,0
1002,8,29.99,1,0,0,0,1,0,1,0,0
1004,3,286.27,1,0,1,0,0,0,0,1,0
1008,10,52.21,1,0,1,0,1,1,0,0,0
1011,4,575.31,0,1,0,1,1,1,0,1,0
1013,2,399.0,1,1,1,0,1,1,0,0,0
1014,6,63.02,0,1,1,0,0,1,0,0,0
1017,11,32.82,1,0,1,0,0,0,1,0,0
1018,2,384.1,0,1,0,1,0,1,0,0,0
1019,4,323.02,0,1,1,0,0,1,0,1,0
1020,10,406.53,0,1,1,0,0,0,0,1,0
1021,2,188.11,0,1,0,0,0,1,0,0,1
1022,11,259.8,0,1,0,1,1,1,0,0,1
1024,3,125.23,1,0,1,0,0,1,0,1,0
1031,2,1451.17,1,1,1,0,1,0,0,0,0
1032,1,449.17,0,1,0,1,0,0,0,0,0
1033,2,126.66,0,1,1,0,1,0,1,1,0
1034,3,171.32,0,1,1,0,0,0,1,0,0
1035,6,29.99,0,1,0,1,1,0,1,1,0
1036,7,638.44,1,1,0,0,1,1,0,1,0
1038,5,132.61,1,0,0,0,0,1,0,1,0
1040,11,134.41,1,0,1,0,1,0,1,1,0
1042,10,202.56,0,1,0,1,0,0,1,1,0
1043,1,126.18,0,1,0,1,0,0,1,0,0
1044,3,263.14,1,1,0,0,0,1,0,1,0
1045,1,553.55,0,1,0,1,1,0,1,0,0
1046,9,59.89,1,0,1,0,0,1,0,1,0
1050,6,139.65,0,1,1,0,0,0,1,0,0
1052,9,29.99,1,0,1,0,0,0,1,1,1
1053,1,187.79,0,1,0,1,1,0,1,1,0
1055,2,29.99,1,0,1,0,0,0,1,1,0
1056,10,93.7,0,1,1,0,0,0,1,1,1
1059,9,63.35,0,1,0,1,1,1,0,0,0
1061,9,29.99,1,0,0,1,1,0,1,0,0
1064,4,545.6,0,1,1,0,1,1,0,1,0
1065,8,304.95,1,0,0,1,1,1,0,0,0
1066,4,69.2,0,1,0,0,1,0,1,0,1
1067,9,89.72,0,1,0,1,1,1,0,0,0
1069,10,29.99,0,1,1,0,1,0,1,1,0
1071,3,431.62,0,1,0,1,0,0,0,0,0
1072,6,218.62,1,0,0,1,0,1,0,0,0
1073,1,712.91,1,0,1,0,1,0,1,1,0
1074,2,47.65,0,1,1,0,0,1,0,0,0
1075,4,80.76,1,0,0,1,0,1,0,0,0
1076,10,310.4,0,1,0,0,0,1,0,1,0
1077,6,288.79,1,1,1,0,0,1,0,1,1
1078,7,316.41,1,1,1,0,1,0,0,0,1
1079,2,126.49,0,1,0,1,0,1,0,0,0
1081,10,397.69,1,0,1,0,0,0,1,1,1
1083,11,267.12,0,1,1,0,1,0,1,1,0
1084,12,135.5,1,0,0,1,0,0,1,0,0
1085,1,36.69,0,1,0,1,1,1,0,1,0
1086,10,350.01,1,0,1,0,1,1,0,0,0
1088,2,132.39,1,0,1,0,0,1,0,0,0
1089,1,114.49,0,1,1,0,1,1,0,1,0
1090,7,29.99,1,0,0,0,1,1,0,1,0
1092,1,792.15,1,1,1,0,1,0,1,1,1
1094,1,74.61,1,0,0,1,1,1,0,0,0
1096,2,413.32,1,0,1,0,0,1,0,0,0
1097,1,336.38,0,1,0,1,0,1,0,0,0
1101,1,482.49,1,0,1,0,0,0,1,0,0
1102,3,249.32,1,1,1,0,0,0,1,1,1
1103,11,74.27,0,1,1,0,1,1,0,0,0
1104,4,220.2,0,1,0,1,0,1,0,1,0
1106,8,183.18,1,0,0,0,0,0,1,0,0
1107,4,29.99,0,1,0,0,1,1,0,1,0
1109,3,86.68,1,0,1,0,1,1,0,1,0
1110,1,99.98,0,1,0,1,0,1,0,0,0
1112,2,326.2,1,0,0,1,1,0,1,0,1
1116,2,121.43,0,1,1,0,0,0,1,0,1
1118,9,231.01,1,0,1,0,1,0,0,0,0
1119,3,820.13,1,1,0,0,1,1,0,0,0
1123,8,126.22,1,0,0,1,0,0,1,1,0
1124,9,906.09,1,0,0,0,1,0,1,0,0
1125,9,213.11,1,0,1,0,0,0,0,1,0
1127,9,145.82,1,0,1,0,0,0,1,1,0
1129,4,42.13,0,1,1,0,1,0,1,0,0
1130,4,59.03,0,1,0,1,0,1,0,1,1
1131,2,50.27,1,0,1,0,1,1,0,0,0
1132,2,29.99,0,1,0,1,0,1,0,1,0
1135,12,29.99,0,1,0,1,1,1,0,1,0
1136,2,255.71,1,0,1,0,0,0,1,1,0
1139,8,454.83,1,0,1,0,0,1,0,1,1
1142,10,348.22,0,1,0,1,0,0,0,1,0
1143,10,325.42,0,1,0,1,1,0,0,1,0
1144,6,101.77,1,0,0,0,1,0,1,1,0
1145,5,60.65,1,0,0,1,0,1,0,0,0
1146,3,216.25,1,0,0,1,0,1,0,1,0
1147,11,120.57,1,0,0,1,1,0,1,0,0
1148,6,310.36,0,1,1,0,0,1,0,0,0
1149,1,788.12,1,0,1,0,1,0,0,0,0
1151,11,29.99,1,0,1,0,0,1,0,1,1
1152,7,259.23,1,0,1,0,0,0,1,1,0
1153,2,35.47,1,0,1,0,0,1,0,1,0
1154,2,184.96,0,1,0,1,1,1,0,0,1
1155,12,29.99,1,0,0,1,1,0,1,1,0
1157,1,230.03,0,1,1,0,0,0,1,1,0
1159,3,236.74,1,1,0,0,0,0,1,0,1
1160,10,301.01,0,1,0,1,0,0,1,1,1
1161,11,81.14,1,0,0,1,0,0,1,1,0
1162,10,190.31,0,1,0,1,0,1,0,1,0
1163,6,721.22,1,0,1,0,1,0,0,0,0
1167,7,41.62,1,0,0,0,0,1,0,0,0
1168,10,29.99,0,1,1,0,0,1,0,0,0
1169,8,55.49,0,1,0,0,1,0,1,1,0
1172,6,43.49,0,1,1,0,1,0,1,0,0
1173,10,29.99,0,1,0,0,1,0,1,1,0
1174,1,982.75,0,1,0,1,1,0,0,1,0
1175,5,587.16,0,1,0,1,1,0,1,1,0
1176,9,90.93,0,1,0,0,1,0,1,1,0
1178,12,29.99,0,1,1,0,1,0,1,0,0
1179,1,29.99,1,0,0,0,0,1,0,1,0
1180,9,35.89,1,0,1,0,0,0,1,1,0
1182,1,159.32,1,0,1,0,1,1,0,0,0
1183,6,218.35,0,1,0,1,1,1,0,1,0
1184,10,68.35,1,0,0,0,0,0,1,1,0
1186,9,74.16,1,0,0,1,1,1,0,1,0
1188,11,484.49,1,0,0,1,0,1,0,0,0
1189,3,143.19,0,1,1,0,1,0,1,1,0
1191,11,45.84,1,0,0,1,1,1,0,1,1
1193,10,89.7,1,0,0,1,0,1,0,0,0
1196,3,29.99,0,1,0,1,0,1,0,1,0
1198,3,396.42,1,0,0,1,0,1,0,0,1
1199,1,819.96,0,1,0,1,1,1,0,1,0
1200,1,385.47,0,1,1,0,0,1,0,1,0
1201,9,211.61,0,1,1,0,0,0,1,0,0
1202,7,48.47,1,0,0,0,1,0,1,1,1
1203,2,1351.46,0,1,0,0,1,1,0,1,0
1204,9,46.09,1,0,0,1,1,1,0,0,0
1205,1,399.45,0,1,1,0,1,0,1,1,0
1207,10,675.87,1,1,1,0,1,0,0,1,0
1208,11,96.51,1,0,0,1,1,1,0,1,0
1210,9,127.41,0,1,0,1,0,1,0,1,0
1212,10,29.99,0,1,1,0,1,0,1,1,0
1214,8,178.0,0,1,0,1,1,1,0,0,0
1215,6,78.76,0,1,0,0,1,0,1,0,0
1216,5,199.5,0,1,1,0,0,1,0,0,0
1217,10,29.99,1,0,1,0,1,1,0,0,0
1218,2,366.26,0,1,1,0,0,0,0,1,0
1220,3,1234.86,1,1,0,0,1,1,0,1,0
1221,6,788.76,1,0,0,1,1,0,0,1,1
1223,4,219.68,0,1,0,1,0,1,0,1,1
1224,7,614.57,1,0,1,0,1,1,0,1,0
1225,7,136.37,0,1,1,0,0,1,0,0,0
1226,1,383.7,0,1,1,0,0,1,0,0,0
1227,2,978.6,1,1,0,1,1,0,0,0,0
1229,6,288.62,0,1,0,1,0,0,0,1,1
1231,4,29.99,0,1,1,0,0,1,0,1,0
1233,9,29.99,1,0,0,1,0,0,1,0,0
1234,1,29.99,1,0,1,0,0,1,0,0,1
1235,10,29.99,0,1,1,0,0,0,1,1,0
1236,1,29.99,1,0,0,0,1,0,1,0,0
1237,3,64.43,1,0,1,0,1,0,1,1,0
1238,1,96.4,1,0,0,0,1,0,1,1,1
1239,2,29.99,0,1,1,0,0,0,1,1,0
1241,6,231.34,0,1,1,0,0,0,1,0,0
1250,3,423.12,0,1,1,0,0,1,0,1,1
1251,1,457.23,1,1,1,0,0,0,1,1,0
1252,11,108.01,0,1,0,1,1,1,0,1,1
1253,7,107.85,1,0,1,0,1,0,1,0,0
1255,1,681.66,1,0,1,0,1,1,0,1,1
1256,12,183.87,0,1,0,1,1,0,1,1,0
1257,2,151.71,1,0,1,0,0,1,0,0,0
1258,7,295.49,1,0,0,1,0,0,0,0,0
1259,1,195.43,0,1,1,0,1,0,1,0,0
1260,10,307.82,0,1,1,0,1,1,0,0,0
1261,4,243.46,0,1,0,1,0,1,0,1,1
1262,2,267.32,0,1,1,0,0,0,1,0,0
1263,1,255.72,1,0,0,0,1,1,0,0,0
1266,12,198.7,0,1,0,1,0,0,1,1,0
1268,2,63.81,0,1,1,0,1,1,0,0,0
1269,3,257.49,0,1,1,0,1,0,1,0,0
1270,8,29.99,0,1,0,0,1,0,1,0,0
1271,4,79.02,0,1,1,0,0,1,0,0,0
1272,3,29.99,0,1,0,1,1,0,1,1,0
1274,5,147.61,1,0,0,0,0,0,1,1,0
1275,9,370.94,1,1,0,1,0,0,0,1,0
1276,11,375.4,1,0,0,1,1,0,1,1,0
1277,4,364.11,1,0,0,0,1,1,0,0,1
1279,2,1248.15,1,0,0,0,1,1,0,0,0
1281,6,68.06,1,0,0,0,0,1,0,1,0
1282,3,366.16,0,1,0,0,0,0,1,0,0
1284,10,215.94,0,1,0,1,0,0,1,0,0
1285,6,258.59,1,1,0,1,1,0,0,0,0
1286,10,91.59,0,1,1,0,1,1,0,1,0
1287,1,223.88,0,1,0,0,1,0,0,0,0
1288,3,418.31,0,1,0,0,0,0,0,0,0
1290,1,242.19,0,1,1,0,1,1,0,0,0
1292,5,210.92,1,1,0,0,1,1,0,0,1
1293,1,782.02,1,0,0,1,1,0,0,1,0
1294,2,261.87,1,0,0,1,1,1,0,0,1
1296,2,29.99,1,0,0,1,1,1,0,0,0
1297,9,51.96,1,0,0,1,1,1,0,0,0
1299,5,472.35,0,1,1,0,1,0,1,1,0
1301,2,130.93,0,1,0,1,1,0,1,0,0
1304,5,779.99,1,0,0,0,1,0,0,1,0
1305,2,572.19,0,1,0,1,1,0,0,1,1
1307,7,156.81,0,1,0,0,0,1,0,1,0
1311,4,167.0,0,1,0,1,0,0,1,0,0
1313,4,86.91,1,0,1,0,0,0,1,0,1
1314,11,65.66,1,0,1,0,1,0,1,1,0
1315,11,57.34,0,1,1,0,0,0,1,1,0
1316,11,655.71,0,1,1,0,1,0,1,0,0
1317,10,84.91,0,1,0,0,0,1,0,1,0
1318,6,314.76,0,1,1,0,1,1,0,1,0
1320,3,353.85,0,1,0,1,1,1,0,0,0
1321,6,29.99,1,0,0,1,1,0,1,0,0
1322,9,166.23,0,1,1,0,1,0,1,1,0
1323,1,1214.36,1,1,1,0,1,0,0,0,0
1324,6,380.51,1,1,1,0,1,1,0,0,0
1329,4,111.31,0,1,1,0,0,1,0,0,1
1331,9,29.99,0,1,0,1,0,0,1,1,0
1333,2,187.96,1,0,0,1,0,1,0,1,0
1334,7,29.99,1,0,1,0,1,0,1,0,0
1336,11,95.75,0,1,0,1,0,0,1,0,0
1339,6,206.3,1,0,1,0,1,0,1,1,0
1340,10,29.99,1,0,1,0,1,0,1,0,0
1341,5,357.25,1,0,1,0,1,0,0,1,0
1342,2,226.43,0,1,0,1,1,0,1,0,0
1343,7,63.07,0,1,0,1,1,0,1,0,0
1346,6,86.58,1,0,0,1,1,1,0,1,1
1347,11,203.97,1,1,0,1,0,1,0,1,1
1351,3,114.27,1,0,0,1,1,1,0,1,0
1352,5,63.02,0,1,0,1,0,1,0,1,0
1353,7,121.54,0,1,1,0,0,0,1,0,1
1354,12,29.99,1,0,0,1,1,1,0,1,0
1355,7,125.51,1,0,1,0,0,1,0,0,1
1358,8,128.63,1,0,0,1,0,0,1,0,0
1359,9,64.66,0,1,0,1,0,1,0,1,0
1360,11,42.38,0,1,0,0,1,1,0,0,0
1362,8,176.46,1,0,0,1,0,0,1,0,0
1364,11,318.61,1,0,0,0,0,1,0,0,0
1365,3,148.99,1,0,0,1,1,0,1,1,0
1366,1,1029.36,1,1,0,1,1,0,0,0,1
1367,12,43.79,1,0,0,1,0,0,1,0,0
1368,8,132.55,1,0,1,0,1,0,1,0,0
1369,10,92.32,1,0,0,1,1,1,0,0,0
1372,6,279.8,0,1,1,0,1,0,1,0,0
1374,2,29.99,1,0,0,0,0,1,0,1,0
1375,10,77.23,0,1,0,0,0,0,1,1,0
1376,2,81.23,0,1,0,1,0,1,0,1,0
1377,2,615.01,0,1,0,1,1,0,1,0,0
1378,12,87.0,1,0,0,0,0,0,1,0,0
1381,9,245.05,0,1,0,1,1,0,1,0,0
1383,3,692.51,1,1,0,1,1,0,1,0,0
1384,4,159.52,1,0,0,1,1,1,0,0,1
1385,10,84.77,1,0,1,0,1,0,1,1,0
1388,10,106.16,1,0,0,1,1,0,1,0,1
1389,5,280.42,0,1,0,1,1,0,1,1,0
1390,1,358.86,0,1,1,0,1,1,0,0,1
1392,1,442.38,1,1,1,0,0,0,0,1,0
1394,12,172.3,0,1,0,1,1,0,1,0,0
1396,9,367.17,1,0,0,1,0,0,1,1,0
1397,12,55.69,1,0,0,1,0,1,0,1,0
1399,10,248.12,1,1,1,0,1,0,1,1,0
1400,11,45.6,1,0,0,0,1,1,0,0,0
1401,6,86.14,0,1,1,0,1,0,1,1,0
1402,4,620.3,0,1,1,0,1,0,0,0,0
1403,11,131.79,0,1,0,1,0,0,1,0,0
1404,7,784.19,0,1,1,0,1,0,0,0,0
1406,1,179.53,0,1,1,0,1,1,0,1,1
1407,9,75.01,1,0,1,0,0,0,1,1,0
1408,1,29.99,0,1,1,0,1,0,1,0,0
1411,1,406.29,0,1,0,1,1,1,0,1,1
1412,2,199.79,1,0,1,0,1,1,0,0,0
1414,1,681.21,1,1,0,1,1,1,0,0,0
1415,5,112.55,0,1,1,0,0,1,0,0,0
1416,9,225.54,1,1,0,1,0,1,0,1,0
1417,4,185.69,0,1,0,1,0,0,1,1,0
1418,9,47.12,0,1,0,1,0,0,1,0,0
1419,5,32.05,0,1,1,0,0,0,1,0,0
1420,9,126.66,1,0,1,0,0,1,0,1,0
1421,2,29.99,1,0,1,0,1,1,0,0,0
1422,7,331.13,0,1,0,1,0,0,0,0,0
1423,9,48.98,0,1,0,1,1,0,1,1,1
1424,9,154.87,1,0,0,0,1,0,1,0,0
1426,4,581.61,1,0,1,0,1,0,1,0,1
1427,5,40.38,0,1,0,1,0,1,0,0,0
1429,12,104.35,1,0,1,0,1,0,1,1,0
1430,2,91.07,0,1,0,0,0,1,0,1,0
1433,9,123.54,0,1,0,1,1,0,1,0,0
1434,1,257.06,0,1,0,0,0,1,0,1,0
1435,9,29.99,1,0,1,0,1,1,0,1,0
1436,3,623.89,1,1,0,1,1,1,0,0,0
1437,5,136.36,0,1,1,0,1,0,1,0,0
1438,8,189.68,0,1,0,1,0,1,0,0,0
1442,9,179.95,1,0,1,0,0,0,1,0,0
1446,2,494.44,0,1,0,1,0,0,0,0,0
1448,12,339.48,1,0,0,1,1,0,1,1,0
1450,2,557.85,0,1,0,1,1,1,0,0,0
1451,1,150.18,0,1,0,0,0,1,0,1,0
1452,5,722.83,1,1,1,0,1,1,0,0,0
1453,3,32.45,1,0,0,1,0,1,0,0,1
1454,10,29.99,0,1,1,0,0,0,1,1,1
1456,12,221.76,1,0,1,0,0,0,0,1,0
1457,12,215.64,0,1,0,1,0,0,0,1,0
1459,10,39.3,1,0,1,0,1,1,0,1,0
1462,11,60.93,0,1,0,1,1,1,0,1,1
1463,9,29.99,0,1,0,0,0,1,0,1,0
1464,5,480.52,0,1,1,0,1,0,0,0,0
1466,10,101.62,0,1,0,1,1,0,1,0,0
1469,3,68.22,0,1,1,0,0,1,0,0,0
1470,1,71.37,0,1,1,0,0,0,1,1,0
1472,3,85.19,1,0,0,0,0,1,0,1,0
1473,3,836.06,1,0,0,1,1,1,0,0,1
1475,4,86.79,0,1,0,0,0,0,1,1,0
1476,1,273.62,0,1,0,1,1,0,1,1,0
1477,4,122.92,1,0,0,1,1,0,1,0,0
1479,9,144.8,0,1,1,0,0,1,0,1,0
1480,2,29.99,1,0,1,0,1,0,1,1,1
1481,2,76.6,0,1,0,1,0,0,1,0,1
1482,11,176.91,0,1,0,1,1,1,0,1,0
1484,3,210.41,0,1,0,0,1,0,1,0,0
1486,2,36.59,0,1,1,0,1,0,1,1,0
1488,8,248.76,1,1,1,0,0,0,0,1,0
1489,1,74.89,0,1,0,1,1,1,0,1,0
1490,10,62.53,1,0,0,0,0,1,0,0,0
1491,5,395.12,1,0,0,1,0,1,0,1,0
1492,1,428.16,1,0,1,0,0,0,0,1,0
1493,1,1205.55,1,1,0,1,1,0,1,0,0
1494,10,277.36,1,1,0,1,0,0,1,0,0
1495,12,72.01,0,1,0,1,0,1,0,1,0
1498,9,705.42,0,1,0,1,1,0,1,1,0
1501,7,29.99,0,1,0,1,1,0,1,0,0
1504,10,50.81,0,1,0,0,1,0,1,0,0
1506,1,29.99,0,1,1,0,0,0,1,0,0
1507,6,339.98,1,1,0,0,1,0,1,0,0
1509,1,264.94,1,0,1,0,0,1,0,1,0
1510,4,34.78,1,0,0,1,1,1,0,0,0
1512,1,274.32,1,0,1,0,0,0,1,0,0
1513,1,301.46,1,0,1,0,0,1,0,1,0
1514,6,78.88,0,1,1,0,0,0,1,1,0
1516,1,681.86,0,1,0,1,1,0,0,1,0
1517,12,126.46,0,1,1,0,0,0,1,1,1
1519,1,417.98,0,1,0,1,0,0,0,0,1
1520,1,79.55,1,0,0,1,0,1,0,0,1
1522,7,254.53,1,0,1,0,0,0,1,0,0
1523,8,29.99,0,1,0,1,1,1,0,1,0
1525,2,88.22,1,0,0,1,0,1,0,1,0
1527,4,157.95,1,0,1,0,0,1,0,0,0
1528,11,235.63,1,0,0,0,0,0,1,1,0
1529,1,635.64,0,1,0,1,1,0,0,0,0
1530,6,196.12,0,1,1,0,0,0,1,1,1
1533,3,748.08,1,0,1,0,1,1,0,0,1
1534,11,124.23,1,0,1,0,0,0,1,0,0
1536,2,381.8,1,0,1,0,0,0,1,0,0
1537,3,226.37,1,0,0,1,0,0,0,1,0
1538,1,409.18,1,0,0,1,0,0,0,1,0
1539,8,236.28,1,1,0,1,1,0,0,1,1
1540,5,42.38,1,0,0,1,1,0,1,0,1
1541,1,143.39,1,0,0,0,1,0,1,0,0
1543,11,185.59,0,1,1,0,1,0,1,1,0
1545,7,418.77,0,1,1,0,0,0,0,0,0
1546,2,377.69,0,1,0,0,0,0,1,0,0
1547,6,224.81,0,1,0,1,1,0,1,0,0
1548,3,57.45,0,1,0,0,1,0,1,1,1
1549,2,204.3,0,1,1,0,1,1,0,1,0
1550,3,108.06,0,1,1,0,1,1,0,1,0
1551,3,168.61,0,1,1,0,0,1,0,0,0
1553,5,115.56,1,0,1,0,1,1,0,0,0
1554,1,37.97,1,0,1,0,0,1,0,0,0
1555,4,967.65,0,1,0,1,1,0,0,0,0
1556,11,481.67,1,1,0,1,0,0,0,1,0
1557,1,473.72,0,1,0,1,1,1,0,0,1
1559,10,301.83,1,1,0,1,0,0,1,0,0
1560,12,48.16,0,1,0,1,1,0,1,1,0
1561,5,992.46,1,0,0,1,1,0,0,0,0
1562,4,118.17,0,1,0,1,0,1,0,1,0
1563,8,569.43,0,1,1,0,1,0,0,0,0
1565,2,111.58,1,0,0,1,1,0,1,0,0
1566,10,29.99,0,1,1,0,0,1,0,1,0
1567,1,613.91,1,1,0,1,1,1,0,0,0
1568,7,104.32,1,0,1,0,0,1,0,0,0
1569,10,80.01,0,1,1,0,1,1,0,0,0
1570,3,108.38,1,0,0,0,1,0,1,1,0
1571,3,89.89,1,0,1,0,1,1,0,1,0
1572,5,49.36,1,0,0,1,0,1,0,1,0
1574,1,74.45,0,1,1,0,1,0,1,1,1
1575,6,316.79,1,0,0,1,0,0,1,1,0
1576,5,202.92,1,0,1,0,1,0,0,0,0
1578,7,70.64,1,0,1,0,1,1,0,0,0
1579,4,29.99,0,1,1,0,1,0,1,0,0
1580,5,244.51,0,1,0,1,0,1,0,1,0
1581,6,70.28,1,0,1,0,0,0,1,1,0
1582,9,289.26,1,1,1,0,1,1,0,1,0
1584,1,125.62,1,0,1,0,1,0,1,1,0
1585,6,64.47,1,0,0,1,0,1,0,1,0
1587,8,210.72,0,1,1,0,1,1,0,1,0
1589,6,99.48,0,1,0,1,1,0,1,1,0
